time,equity_curve,drawdown
2025-05-06 21:01:00,0.999522424093265,0.0
2025-05-06 21:02:00,0.9992821711831283,-0.00024036770396085316
2025-05-06 21:03:00,0.9996601300295627,0.0
2025-05-06 21:04:00,0.9998271351012431,0.0
2025-05-06 21:05:00,0.9997597470898633,-6.739966241564588e-05
2025-05-06 21:06:00,0.9995517232286475,-0.0002754594898723983
2025-05-06 21:07:00,0.9996015317587977,-0.00022564234808697403
2025-05-06 21:08:00,0.9998886632855463,0.0
2025-05-06 21:09:00,0.9996923590784834,-0.000196326065361907
2025-05-06 21:10:00,0.999920892334467,0.0
2025-05-06 21:11:00,0.9998036957929369,-0.00011720581340834979
2025-05-06 21:12:00,0.9997538872627866,-0.00016701828410703445
2025-05-06 21:13:00,0.9997128684732511,-0.0002080403187998403
2025-05-06 21:14:00,0.9999384718156965,0.0
2025-05-06 21:15:00,1.0003310802298222,0.0
2025-05-06 21:16:00,1.0004658562525819,0.0
2025-05-06 21:17:00,1.0004717160796586,0.0
2025-05-06 21:18:00,1.000451206684891,-2.0499724717848444e-05
2025-05-06 21:19:00,1.0006211416701094,0.0
2025-05-06 21:20:00,1.000512734869194,-0.0001083395067332793
2025-05-06 21:21:00,1.0004834357338115,-0.00013762045449894345
2025-05-06 21:22:00,1.0006504408054917,0.0
2025-05-06 21:23:00,1.0005889126211884,-6.148818987550264e-05
2025-05-06 21:24:00,1.0002783417861338,-0.0003718571482947963
2025-05-06 21:25:00,1.0002783417861338,-0.0003718571482947963
2025-05-06 21:26:00,1.0006005680947305,-4.984029260113321e-05
2025-05-06 21:27:00,1.0012684553525488,0.0
2025-05-06 21:28:00,1.0012069188972337,-6.145849795446967e-05
2025-05-06 21:29:00,1.0009021669280547,-0.0003658243925852567
2025-05-06 21:30:00,1.0010076419369371,-0.0002604830045502826
2025-05-06 21:31:00,1.0009724836006428,-0.00029559680056212567
2025-05-06 21:32:00,1.000858219007687,-0.0004097166375999217
2025-05-06 21:33:00,1.00109846763903,-0.00016977236485393732
2025-05-06 21:34:00,1.0010281425279552,-0.000240008384673418
2025-05-06 21:35:00,1.0010398633798012,-0.00022830238136994918
2025-05-06 21:36:00,1.0009285152872662,-0.0003395094127507381
2025-05-06 21:37:00,1.0006296335651987,-0.0006380124969832535
